"","X","court_index_number","docket_number","eviction_address","eviction_apartment_number","executed_date","marshal_first_name","marshal_last_name","residential_commercial","borough","eviction_postcode","ejectment","eviction_legal_possession","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","year"
"804",54381,"17469/15",325599,"28 WEST 91ST STREET","BA","2017-11-06","Thomas","Bia","Residential","MANHATTAN",10024,"Not an Ejectment","Eviction",40.788906,-73.968051,7,6,177,1081762,1012040021,"Upper West Side",2017
"805",54506,"74352/16",335605,"750-4 EAST 169TH STREET","5C","2017-08-15","Thomas","Bia","Residential","BRONX",10456,"Not an Ejectment","Eviction",40.831133,-73.900183,3,17,151,2004753,2026630031,"Morrisania-Melrose",2017
"806",54531,"19635/16",59299,"2055 ROCKAWAY PARKWA","03D","2017-03-10","Howard","Schain","Residential","BROOKLYN",11236,"Not an Ejectment","Eviction",NA,NA,NA,NA,NA,NA,NA,"",2017
"807",54535,"87132/2017",18994,"3235 - EMMOMS AVENUE","123","2018-01-18","Charles","Marchisotto","Residential","BROOKLYN",11235,"Not an Ejectment","Eviction",NA,NA,NA,NA,NA,NA,NA,"",2018
"808",54557,"10716/17",76235,"1754 RICHMOND ROAD","5A","2018-08-24","Kenneth","Giachetta","Residential","STATEN ISLAND",10306,"Not an Ejectment","Eviction",40.587444,-74.103504,2,50,11401,5116737,5035320500,"Old Town-Dongan Hills-South Beach",2018
"809",54593,"300979/23",1147,"44 JACKSON STREET","04E","2023-10-27","Charles","Kemp","Residential","MANHATTAN",10002,"Not an Ejectment","Eviction",40.712316,-73.980713,3,2,202,1083398,1002630001,"Lower East Side",2023
"810",54777,"800872/19",96558,"164 WEST 174 STREET","14C","2019-11-01","Ileana","Rivera","Residential","BRONX",10453,"Not an Ejectment","Eviction",40.847462,-73.922701,5,16,20501,2092108,2028770001,"University Heights-Morris Heights",2019
"811",54793,"13365/17",85423,"1634 ST. MARKS AVE","02J","2018-03-29","Robert","Solimine","Residential","BROOKLYN",11233,"Not an Ejectment","Eviction",40.673155,-73.91264,16,41,363,3324683,3014600001,"Ocean Hill",2018
"812",55071,"14553/17",61507,"2055 ROCKAWAY PARKWA","08G","2018-08-31","Howard","Schain","Residential","BROOKLYN",11236,"Not an Ejectment","Eviction",NA,NA,NA,NA,NA,NA,NA,"",2018
"813",55096,"807715/18",92522,"1930 SCHIEFFELIN AVE NUE","05A","2018-11-29","Ileana","Rivera","Residential","BRONX",10466,"Not an Ejectment","Eviction",40.884997,-73.843175,12,12,460,2093746,2049050360,"Eastchester-Edenwald-Baychester",2018
"814",55156,"14385/18",33671,"40 MADISON STREET","09F","2019-07-15","Bruce","Kemp","Residential","MANHATTAN",10038,"Not an Ejectment","Eviction",40.711865,-73.998756,3,1,25,1077419,1001110100,"Chinatown",2019
"815",55201,"17841/16",67326,"165 E. 112TH STREET","05G","2017-04-05","Henry","Daley","Residential","MANHATTAN",10029,"Not an Ejectment","Eviction",40.795788,-73.942766,11,8,182,1082337,1016400021,"East Harlem North",2017
"816",55256,"301830/24",1478,"180 SOUTH STREET","11D","2024-09-09","Charles","Kemp","Residential","MANHATTAN",10038,"Not an Ejectment","Eviction",40.708821,-73.998968,3,1,25,1077413,1001110100,"Chinatown",2024
"817",55266,"15041/17",154078,"629 KINGSBOROUGH 6TH WALK","05C","2018-06-08","Ronald","Pazant","Residential","BROOKLYN",11233,"Not an Ejectment","Eviction",40.675517,-73.92258,8,41,307,3324599,3013440001,"Crown Heights North",2018
"818",55402,"23077/17",5772,"1259 LORING AVE","8G","2018-08-08","Jeffrey","Rose","Residential","BROOKLYN",11208,"Not an Ejectment","Eviction",40.667417,-73.865066,5,42,1214,3326997,3044880001,"East New York",2018
"819",55499,"16978/16",327729,"159-70 HARLEM RIVER DRIVE","9G","2017-11-02","Thomas","Bia","Residential","MANHATTAN",10039,"Not an Ejectment","Eviction",40.834339,-73.935488,10,9,24302,1084187,1021060320,"Central Harlem North-Polo Grounds",2017
"820",55605,"21087/18",34034,"442 EAST 105TH ST","05B","2019-05-07","Bruce","Kemp","Residential","MANHATTAN",10029,"Not an Ejectment","Eviction",40.788265,-73.938952,11,8,162,1083950,1016960001,"East Harlem South",2019
"821",55667,"801927/19",354417,"818 HOME STREET","7Q","2020-01-13","Thomas","Bia","Residential","BRONX",10459,"Not an Ejectment","Eviction",40.827734,-73.899335,3,17,131,2005038,2026800019,"Longwood",2020
"822",55748,"23571/18",27279,"162 TROY AVENUE","05H","2020-02-07","Gary","Rose","Residential","BROOKLYN",11213,"Not an Ejectment","Eviction",40.673975,-73.93623,8,36,343,3324617,3013520080,"Crown Heights North",2020
"823",55776,"012930/16",201306,"440 BEACH 54TH ST","07A","2017-05-01","Richard","Capuano","Residential","QUEENS",11692,"Not an Ejectment","Eviction",40.596468,-73.784668,14,31,97203,4436439,4160010002,"Hammels-Arverne-Edgemere",2017
"824",55809,"20342/16",4664,"272 WYCKOFF STREET","17E","2018-04-25","Frank","Siracusa","Residential","BROOKLYN",11217,"Not an Ejectment","Eviction",40.68342,-73.984081,6,33,127,3336056,3003940001,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2018
"825",55869,"010080/17",68527,"208 LOCKMAN AVENUE","2C","2017-10-05","Steven","Powell","Residential","STATEN ISLAND",10303,"Not an Ejectment","Eviction",40.63195,-74.161711,1,49,31901,5109119,5012450001,"Mariner's Harbor-Arlington-Port Ivory-Graniteville",2017
"826",55903,"14858/17",67792,"82 SAINT EDWARDS ST","04B","2018-06-11","Justin","Grossman","Residential","BROOKLYN",11205,"Not an Ejectment","Eviction",40.694549,-73.978017,2,35,2901,3345036,3020340001,"Fort Greene",2018
"827",55910,"316449/23",21646,"415 MAIN STREET UNIT PH2C","PH2C","2024-12-16","Robert","Renzulli","Residential","MANHATTAN",10044,"Not an Ejectment","Eviction",40.758063,-73.953144,8,5,23801,1087315,1013737503,"Lenox Hill-Roosevelt Island",2024
"828",56166,"805088/17",100229,"1680 RANDALL AVE","3A","2018-03-09","Darlene","Barone","Residential","BRONX",10473,"Not an Ejectment","Eviction",40.816553,-73.867527,9,18,20,2092604,2035150001,"Soundview-Castle Hill-Clason Point-Harding Park",2018
"829",56252,"334200/23",64564,"68 CUMBERLAND WALK","08D","2024-05-30","Howard","Schain","Residential","BROOKLYN",11205,"Not an Ejectment","Eviction",40.695679,-73.974248,2,35,18501,3335261,3020410001,"Fort Greene",2024
"830",56468,"19405/17",6970,"235 HOYT STREET","07F","2019-05-31","Frank","Siracusa","Residential","BROOKLYN",11217,"Not an Ejectment","Eviction",40.683182,-73.990074,6,33,71,3336072,3004040001,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2019
"831",56497,"900880/16",4542,"385 GERARD AVENUE UNIT/SPACE 4671A","","2017-05-22","Frank","Siracusa","Commercial","BRONX",10451,"Not an Ejectment","Eviction",40.816613,-73.930165,1,8,63,2001080,2023490090,"West Concourse",2017
"832",56533,"12998/19",63317,"562 PARK AVENUE","03D","2019-10-09","Howard","Schain","Residential","BROOKLYN",11206,"Not an Ejectment","Eviction",40.697204,-73.952851,3,36,255,3324236,3017380001,"Bedford",2019
"833",56737,"12694/17",32457,"425 E 105TH STREET","18A","2018-08-15","Bruce","Kemp","Residential","MANHATTAN",10029,"Not an Ejectment","Eviction",40.788573,-73.939638,11,8,162,1079368,1016990001,"East Harlem South",2018
"834",56788,"313507/23",1267,"360 MADISON STREET","02E","2024-10-29","Charles","Kemp","Residential","MANHATTAN",10002,"Not an Ejectment","Eviction",40.713403,-73.982076,3,2,202,1083389,1002600075,"Lower East Side",2024
"835",56813,"12230/18",355108,"120 WEST 91ST STREET","03L","2019-09-30","Thomas","Bia","Residential","MANHATTAN",10024,"Not an Ejectment","Eviction",40.790139,-73.970976,7,6,177,1077128,1012210007,"Upper West Side",2019
"836",56911,"803809/18",106201,"1350 MANOR AVENUE","09A","2019-09-06","Darlene","Barone","Residential","BRONX",10472,"Not an Ejectment","Eviction",40.833016,-73.877331,9,18,56,2027475,2038660031,"West Farms-Bronx River",2019
"837",56936,"N016040/17",385651,"125 WEST 228TH  STREET","12E","2018-01-08","Richard","McCoy","Residential","MANHATTAN",10463,"Not an Ejectment","Eviction",40.876515,-73.908486,8,10,309,1082782,1022150623,"Marble Hill-Inwood",2018
"838",57034,"15486/17",60651,"157 BELMONT AVENUE","17C","2017-10-27","Howard","Schain","Residential","BROOKLYN",11212,"Not an Ejectment","Eviction",40.669328,-73.90435,16,41,908,3327013,3037270001,"Brownsville",2017
"839",57231,"14998/14",85727,"1634 ST. MARKS AVE","06P","2018-05-31","Robert","Solimine","Residential","BROOKLYN",11233,"Not an Ejectment","Eviction",40.673155,-73.91264,16,41,363,3324683,3014600001,"Ocean Hill",2018
"840",57373,"13623/17B",68311,"345 CLASSON AVENUE","20B","2017-12-08","Justin","Grossman","Residential","BROOKLYN",11205,"Not an Ejectment","Eviction",40.689387,-73.960094,3,35,233,3321865,3019380001,"Bedford",2017
"841",57505,"10063/18",204730,"84-16 ROCKAWAY BEACH BLVD","03C","2018-06-21","Richard","Capuano","Residential","QUEENS",11693,"Not an Ejectment","Eviction",40.587724,-73.81009,14,31,94202,4436320,4161140002,"Hammels-Arverne-Edgemere",2018
"842",57559,"14834/16",31277,"220 THROOP AVENUE","06C","2017-08-28","Bruce","Kemp","Residential","BROOKLYN",11206,"Not an Ejectment","Eviction",40.696568,-73.943638,3,36,25902,3324251,3017400001,"Bedford",2017
"843",57624,"17836/17",113971,"443 WEST 25TH ST","02A","2018-09-10","Maxine","Chevlowe","Residential","MANHATTAN",10001,"Not an Ejectment","Eviction",40.748499,-74.002097,4,3,93,1083579,1007230001,"Hudson Yards-Chelsea-Flatiron-Union Square",2018
"844",57658,"13939/17",110346,"765 FDR DR","05B","2018-02-20","Maxine","Chevlowe","Residential","MANHATTAN",10009,"Not an Ejectment","Eviction",40.722512,-73.974501,3,2,24,1077555,1003620001,"Lower East Side",2018
"845",57709,"310403/23",111439,"1210 SUTTER AVENUE","05A","2024-01-08","Henry","Daley","Residential","BROOKLYN",11208,"Not an Ejectment","Eviction",40.672583,-73.873163,5,42,1210,3337026,3042920061,"East New York",2024
"846",57732,"11352/17",203360,"15-30 HASSOCK ST","06F","2019-04-01","Richard","Capuano","Residential","QUEENS",11691,"Not an Ejectment","Eviction",40.609014,-73.753287,14,31,103201,4449685,4155010002,"Far Rockaway-Bayswater",2019
"847",57966,"10933/16*",34202,"1-20 ASTORIA BLVD","5B","2019-10-15","Bruce","Kemp","Residential","QUEENS",11102,"Not an Ejectment","Eviction",40.773854,-73.936445,1,22,87,4430791,4004900101,"Old Astoria",2019
"848",57978,"B803623/16",367527,"3073 PARK AVENUE","15F","2017-08-10","Richard","McCoy","Residential","BRONX",10451,"Not an Ejectment","Eviction",40.822763,-73.919323,4,16,173,2102829,2024209020,"East Concourse-Concourse Village",2017
"849",57994,"17130/15",326726,"74 WEST 92ND STREET","18F","2017-12-14","Thomas","Bia","Residential","MANHATTAN",10025,"Not an Ejectment","Eviction",40.790056,-73.968834,7,6,177,1031623,1012050001,"Upper West Side",2017
"850",58020,"10881/16",75682,"1754 RICHMOND RD.","OMA","2017-07-28","Kenneth","Giachetta","Residential","STATEN ISLAND",10306,"Not an Ejectment","Eviction",40.587444,-74.103504,2,50,11401,5116737,5035320500,"Old Town-Dongan Hills-South Beach",2017
"851",58047,"313108/23",111493,"545 WEST 126TH ST","06J","2024-02-27","Henry","Daley","Residential","MANHATTAN",10027,"Not an Ejectment","Eviction",40.815589,-73.95694,9,7,219,1084125,1019840001,"Manhattanville",2024
"852",58067,"901548/18",7011,"385 GERARD AVENUE STORAGE UNIT/SPACE 1023","","2019-12-30","Frank","Siracusa","Commercial","BRONX",10451,"Not an Ejectment","Eviction",NA,NA,NA,NA,NA,NA,NA,"",2019
"853",58102,"10528/17",202806,"34-03 21ST STREET","05A","2018-02-22","Richard","Capuano","Residential","QUEENS",11106,"Not an Ejectment","Eviction",40.762723,-73.93407,1,26,47,4430873,4005590002,"Astoria",2018
"854",58115,"12013/18",347295,"1315 AMSTERDAM AVENUE","7C","2019-02-28","Thomas","Bia","Residential","MANHATTAN",10027,"Not an Ejectment","Eviction",40.812647,-73.95679,9,7,20901,1084096,1019640001,"Morningside Heights",2019
"855",58117,"210224/18",114312,"2370 FIRST AVE","12H","2018-10-11","Maxine","Chevlowe","Residential","MANHATTAN",10035,"Not an Ejectment","Eviction",40.799537,-73.932816,11,8,192,1081291,1018080001,"East Harlem North",2018
"856",58158,"15972/17",32759,"419 EAST 93RD STREET","16B","2018-01-18","Bruce","Kemp","Residential","MANHATTAN",10128,"Not an Ejectment","Eviction",40.7808,-73.94487,8,5,152,1082368,1015730001,"Yorkville",2018
"857",58164,"59912/16",320200,"2445 WALTON AVENUE","1A","2017-02-06","John","Villanueva","Residential","BRONX",10468,"Not an Ejectment","Eviction",40.861893,-73.90065,5,14,239,2014102,2031880048,"Fordham South",2017
"858",58220,"300184/23",111359,"2155 MADISON AVENUE","01H","2024-01-10","Henry","Daley","Residential","MANHATTAN",10037,"Not an Ejectment","Eviction",40.811923,-73.936127,11,9,210,1081121,1017570020,"East Harlem North",2024
"859",58268,"12320/16",4537,"2257 W 11TH STREET","1B","2017-01-31","Jeffrey","Rose","Residential","BROOKLYN",11223,"Not an Ejectment","Eviction",40.592477,-73.981507,13,47,382,3322168,3071400016,"Gravesend",2017
"860",58280,"11539/17",32164,"2660 8TH AVENUE","21L","2018-03-26","Bruce","Kemp","Residential","MANHATTAN",10030,"Not an Ejectment","Eviction",40.820469,-73.943637,10,9,230,1086080,1020270001,"Central Harlem North-Polo Grounds",2018
"861",58444,"10185/07",77550,"427 W 26TH STREET","11F","2017-02-02","Maxine","Chevlowe","Residential","MANHATTAN",10001,"Not an Ejectment","Eviction",40.749056,-74.00148,4,3,97,1012828,1007240015,"Hudson Yards-Chelsea-Flatiron-Union Square",2017
"862",58475,"17056/17",5279,"30 AVENUE V","07F","2018-07-31","Jeffrey","Rose","Residential","BROOKLYN",11223,"Not an Ejectment","Eviction",40.593674,-73.983491,13,47,382,3322143,3071370001,"Gravesend",2018
"863",58586,"94108/16",4809,"1250 ROCKAWAY AVENUE  UNIT/SPACE L087","L087","2017-06-01","Frank","Siracusa","Commercial","BROOKLYN",11236,"Not an Ejectment","Eviction",40.648809,-73.90541,18,42,1098,3259489,3081300018,"East New York",2017
"864",58654,"10230/19",352352,"865 AMSTERDAM AVENUE","14H","2019-11-20","Thomas","Bia","Residential","MANHATTAN",10025,"Not an Ejectment","Eviction",40.79804,-73.96744,7,7,189,1079408,1018550001,"Upper West Side",2019
"865",58741,"19135/17",62142,"429 DUMONT AVENUE","04H","2020-01-31","Howard","Schain","Residential","BROOKLYN",11212,"Not an Ejectment","Eviction",40.664999,-73.903311,16,41,910,3328046,3037770001,"Brownsville",2020
"866",58751,"18486/16",108900,"1405 PARK AVE","09C","2017-04-03","Maxine","Chevlowe","Residential","MANHATTAN",10029,"Not an Ejectment","Eviction",40.791797,-73.948703,11,8,166,1051954,1016320001,"East Harlem South",2017
"867",58913,"13126/15",6749,"40-01 VERNON BOULEVARD","1C","2017-04-26","Edward","Guida","Residential","QUEENS",11101,"Not an Ejectment","Eviction",40.757775,-73.945853,1,26,25,4433367,4004700001,"Queensbridge-Ravenswood-Long Island City",2017
"868",58940,"810902/15",90518,"575 CASTLE HILL AVE","09K","2017-02-23","Darlene","Barone","Residential","BRONX",10473,"Not an Ejectment","Eviction",40.818686,-73.847966,9,18,86,2092631,2035340001,"Soundview-Castle Hill-Clason Point-Harding Park",2017
"869",58990,"10161/18",33255,"419 EAST 93RD STREET","9D","2018-08-28","Bruce","Kemp","Residential","MANHATTAN",10128,"Not an Ejectment","Eviction",40.7808,-73.94487,8,5,152,1082368,1015730001,"Yorkville",2018
"870",59055,"12351/17",70693,"113 WEST 144TH ST.","02A","2017-08-18","Henry","Daley","Residential","MANHATTAN",10030,"Not an Ejectment","Eviction",40.820065,-73.937402,10,9,232,1060168,1020130024,"Central Harlem North-Polo Grounds",2017
"871",59124,"12401/14",113366,"344 EAST 28TH STREET","4A","2018-09-20","Maxine","Chevlowe","Residential","MANHATTAN",10016,"Not an Ejectment","Eviction",40.740296,-73.976952,6,2,66,1020611,1009330025,"Murray Hill-Kips Bay",2018
"872",59345,"21338/17",28237,"1400 BERGEN STREET","11A","2019-09-20","Gary","Rose","Residential","BROOKLYN",11213,"Not an Ejectment","Eviction",40.675447,-73.938334,8,36,343,3324611,3013520001,"Crown Heights North",2019
"873",59379,"16963/16",108246,"80 EAST 110TH ST","12G","2017-01-19","Maxine","Chevlowe","Residential","MANHATTAN",10029,"Not an Ejectment","Eviction",40.79568,-73.946555,11,8,17401,1078868,1016150023,"East Harlem South",2017
"874",59451,"19621/16",59930,"2115 ROCKAWAY PARKWA","02C","2017-09-29","Howard","Schain","Residential","BROOKLYN",11236,"Not an Ejectment","Eviction",NA,NA,NA,NA,NA,NA,NA,"",2017
"875",59459,"10417/17",10253,"40-12 12TH STREET","4F","2017-09-28","Edward","Guida","Residential","QUEENS",11101,"Not an Ejectment","Eviction",40.755805,-73.94305,1,26,25,4441796,4004700200,"Queensbridge-Ravenswood-Long Island City",2017
"876",59465,"17725/13",31549,"110 COLUMBIA ST","13B","2017-06-19","Bruce","Kemp","Residential","MANHATTAN",10002,"Not an Ejectment","Eviction",40.718116,-73.979687,3,2,1002,1078041,1003230001,"Lower East Side",2017
"877",59476,"310937/23",111432,"21 WEST 112TH STREET","03G","2024-02-22","Henry","Daley","Residential","MANHATTAN",10026,"Not an Ejectment","Eviction",40.798525,-73.94924,10,9,186,1083310,1015960001,"Central Harlem South",2024
"878",59519,"319856/23",1366,"140 COLUMBIA ST.","04B","2024-07-09","Charles","Kemp","Residential","MANHATTAN",10002,"Not an Ejectment","Eviction",40.718555,-73.979463,3,2,1002,1078042,1003230001,"Lower East Side",2024
"879",59865,"301933/23",19345,"2370 FIRST AVE APT #03C","03C","2024-04-09","Robert","Renzulli","Residential","MANHATTAN",10035,"Not an Ejectment","Eviction",40.799537,-73.932816,11,8,192,1081291,1018080001,"East Harlem North",2024
"880",59888,"20153/17",113044,"288 TENTH AVENUE","10B","2018-08-16","Maxine","Chevlowe","Residential","MANHATTAN",10001,"Not an Ejectment","Eviction",40.75005,-74.002436,4,3,97,1083582,1007240001,"Hudson Yards-Chelsea-Flatiron-Union Square",2018
"881",59973,"21080/18",115620,"950 EAST 4TH WALK","12I","2019-03-28","Maxine","Chevlowe","Residential","MANHATTAN",10009,"Not an Ejectment","Eviction",40.720319,-73.975617,3,2,20,1078056,1003560001,"Lower East Side",2019
"882",60060,"210060/17",108949,"2405 FIRST AVE","10C","2017-10-12","Maxine","Chevlowe","Residential","MANHATTAN",10035,"Not an Ejectment","Eviction",40.800404,-73.932205,11,8,194,1081281,1017970001,"East Harlem North",2017
"883",60071,"14268/16",31732,"200 WEST 143RD ST","16C","2018-07-16","Bruce","Kemp","Residential","MANHATTAN",10030,"Not an Ejectment","Eviction",40.820379,-73.940137,10,9,232,1060430,1020280016,"Central Harlem North-Polo Grounds",2018
"884",60094,"12823/15",33029,"95 BARUCH DRIVE","02A","2018-04-17","Bruce","Kemp","Residential","MANHATTAN",10002,"Not an Ejectment","Eviction",40.7185,-73.977551,3,2,1002,1078035,1003230001,"Lower East Side",2018
"885",60189,"11822/16",30870,"40 MADISON STREET","10F","2017-02-22","Bruce","Kemp","Residential","MANHATTAN",10038,"Not an Ejectment","Eviction",40.711865,-73.998756,3,1,25,1077419,1001110100,"Chinatown",2017
"886",60209,"13949/16",66866,"3250 BROADWAY","19J","2017-01-24","Henry","Daley","Residential","MANHATTAN",10027,"Not an Ejectment","Eviction",40.81709,-73.957261,9,7,219,1084124,1019840001,"Manhattanville",2017
"887",60210,"13937/18",114173,"61 JACKSON STREET","01F","2019-04-22","Maxine","Chevlowe","Residential","MANHATTAN",10002,"Not an Ejectment","Eviction",40.711726,-73.980659,3,2,202,1083392,1002600075,"Lower East Side",2019
"888",60257,"300057/23",37558,"464 COLUMBIA STREET","01B","2024-06-10","Edward","Guida","Residential","BROOKLYN",11231,"Not an Ejectment","Eviction",40.675837,-74.007142,6,38,85,3326976,3005330001,"Carroll Gardens-Columbia Street-Red Hook",2024
"889",60434,"B802788/16",368259,"1060 BEACH AVENUE","7E","2017-08-17","Richard","McCoy","Residential","BRONX",10472,"Not an Ejectment","Eviction",40.826865,-73.865194,9,18,44,2092807,2037300001,"Soundview-Bruckner",2017
"890",60502,"18731/17",112128,"70 GOUVERNEUR STREET","06E","2018-05-21","Maxine","Chevlowe","Residential","MANHATTAN",10002,"Not an Ejectment","Eviction",40.712545,-73.983775,3,2,202,1077520,1002600001,"Lower East Side",2018
"891",60539,"300056/23",37247,"124 BUSH STREET","01A","2024-06-10","Edward","Guida","Residential","BROOKLYN",11231,"Not an Ejectment","Eviction",40.674385,-74.004384,6,38,85,3398223,3005380001,"Carroll Gardens-Columbia Street-Red Hook",2024
"892",60622,"13924/18",6186,"130 THIRD AVENUE","05H","2019-05-31","Frank","Siracusa","Residential","BROOKLYN",11217,"Not an Ejectment","Eviction",40.682116,-73.982892,6,33,127,3336054,3003940001,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2019
"893",60646,"11675/18",154633,"654 KINGSBOROUGH 6TH WALK","01C","2018-10-12","Ronald","Pazant","Residential","BROOKLYN",11233,"Not an Ejectment","Eviction",40.674765,-73.922685,8,41,307,3324598,3013440001,"Crown Heights North",2018
"894",60866,"18828/16",69307,"2955 EIGHTH AVENUE","26R","2017-06-07","Henry","Daley","Residential","MANHATTAN",10039,"Not an Ejectment","Eviction",40.830006,-73.936673,10,9,24302,1084519,1021060003,"Central Harlem North-Polo Grounds",2017
"895",60890,"801756/18",353584,"735 EAST 165TH STREET","2B","2020-02-19","Thomas","Bia","Residential","BRONX",10456,"Not an Ejectment","Eviction",40.825043,-73.903859,3,16,135,2091970,2026400001,"Morrisania-Melrose",2020
"896",60915,"15394/17",32727,"88 SOUTH 10TH STREET","03A","2018-08-06","Bruce","Kemp","Residential","BROOKLYN",11249,"Not an Ejectment","Eviction",40.708143,-73.965536,1,33,547,3255977,3021570006,"North Side-South Side",2018
"897",60948,"12300/18",27134,"1660 PACIFIC STREET","1E","2019-06-14","Gary","Rose","Residential","BROOKLYN",11213,"Not an Ejectment","Eviction",40.676784,-73.934,8,36,309,3341635,3013410012,"Crown Heights North",2019
"898",61079,"14167/17",85542,"85 TAYLOR STREET","21E","2018-05-22","Robert","Solimine","Residential","BROOKLYN",11249,"Not an Ejectment","Eviction",40.704921,-73.964665,1,33,545,3334990,3021720001,"Williamsburg",2018
"899",61161,"16330/13",83834,"626 WYTHE PLACE","11A","2018-07-24","Robert","Solimine","Residential","BROOKLYN",11249,"Not an Ejectment","Eviction",40.704468,-73.964589,1,33,545,3059901,3021750070,"Williamsburg",2018
"900",61168,"13113/16",202275,"14-01 36TH AVENUE","06A","2018-01-23","Richard","Capuano","Residential","QUEENS",11106,"Not an Ejectment","Eviction",40.760205,-73.937473,1,26,43,4430696,4003320002,"Queensbridge-Ravenswood-Long Island City",2018
"901",61309,"16525/17",60687,"295 OSBORN STREET","05D","2018-03-30","Howard","Schain","Residential","BROOKLYN",11212,"Not an Ejectment","Eviction",40.665016,-73.907684,16,41,912,3326531,3035610001,"Brownsville",2018
"902",61396,"321186/22",6785,"300 DUMONT AVENUE","08B","2024-05-31","Jeffrey","Rose","Residential","BROOKLYN",11212,"Not an Ejectment","Eviction",40.664237,-73.908341,16,41,912,3326542,3035760001,"Brownsville",2024
"903",61504,"317012/23",32382,"426 BALTIC STREET","03G","2024-02-20","Edward","Guida","Residential","BROOKLYN",11217,"Not an Ejectment","Eviction",40.683555,-73.988552,6,33,71,3336073,3004040001,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2024
"904",61525,"20092/17",113191,"45 RUTGERS STREET","7F","2018-09-12","Maxine","Chevlowe","Residential","MANHATTAN",10002,"Not an Ejectment","Eviction",40.712076,-73.989864,3,1,6,1077514,1002560001,"Lower East Side",2018
"905",61526,"10566/17",32276,"1830 FIRST AVENUE","21C","2017-08-03","Bruce","Kemp","Residential","MANHATTAN",10128,"Not an Ejectment","Eviction",40.782381,-73.945342,8,5,152,1082366,1015730001,"Yorkville",2017
"906",61539,"19149/17",114123,"70 LENOX AVENUE","07H","2019-03-21","Maxine","Chevlowe","Residential","MANHATTAN",10026,"Not an Ejectment","Eviction",40.800288,-73.95094,10,9,186,1083314,1015960001,"Central Harlem South",2019
"907",61572,"16250/17",156209,"175 TAPSCOTT STREET","01E","2019-04-18","Ronald","Pazant","Residential","BROOKLYN",11212,"Not an Ejectment","Eviction",40.6625,-73.91956,16,41,892,3081483,3035500016,"Brownsville",2019
"908",61588,"12399/19",208875,"71-15 BEACH CHANNEL DRIVE","7L","2020-01-27","Richard","Capuano","Residential","QUEENS",11692,"Not an Ejectment","Eviction",40.592035,-73.800011,14,31,954,4303321,4160830037,"Hammels-Arverne-Edgemere",2020
"909",61697,"13443/16",72290,"2410 EIGHTH AVENUE","14C","2017-08-22","Henry","Daley","Residential","MANHATTAN",10027,"Not an Ejectment","Eviction",40.813044,-73.949059,10,9,224,1081510,1019330050,"Central Harlem North-Polo Grounds",2017
"910",61710,"809629/16",93064,"2816 SCHLEY AVENUE","02D","2017-04-28","Darlene","Barone","Residential","BRONX",10465,"Not an Ejectment","Eviction",40.823416,-73.823476,10,13,144,2091472,2055640001,"Schuylerville-Throgs Neck-Edgewater Park",2017
"911",61753,"319118/23",43426,"1408 WEBSTER AVE","18G","2024-12-04","Edward","Guida","Residential","BRONX",10456,"Not an Ejectment","Eviction",40.836549,-73.907193,3,16,14702,2092078,2028950001,"Claremont-Bathgate",2024
"912",61793,"805574/18",113987,"2225 LACOMBE AVE","12D","2020-01-30","Darlene","Barone","Residential","BRONX",10473,"Not an Ejectment","Eviction",40.817046,-73.846561,9,18,90,2092634,2035370001,"Soundview-Castle Hill-Clason Point-Harding Park",2020
"913",61810,"016882/18",30819,"1430 BERGEN STREET","08F","2024-02-07","Gary","Rose","Residential","BROOKLYN",11213,"Not an Ejectment","Eviction",40.675378,-73.937044,8,36,343,3324610,3013520001,"Crown Heights North",2024
"914",61896,"14095/17",110513,"20 WEST 115TH STREET","06D","2018-03-30","Maxine","Chevlowe","Residential","MANHATTAN",10026,"Not an Ejectment","Eviction",40.800402,-73.948025,10,9,186,1083317,1015960001,"Central Harlem South",2018
"915",62044,"11112/17",114432,"1760 LEXINGTON AVE","04C","2019-02-28","Maxine","Chevlowe","Residential","MANHATTAN",10029,"Not an Ejectment","Eviction",40.794548,-73.944609,11,8,172,1078930,1016370001,"East Harlem South",2019
"916",62066,"300956/23",111453,"327 EAST 112 STREET","05A","2023-11-30","Henry","Daley","Residential","MANHATTAN",10029,"Not an Ejectment","Eviction",40.794079,-73.93868,11,8,180,1081094,1016840001,"East Harlem North",2023
"917",62098,"10853/19",23187,"106-24 159TH STREET","02D","2019-12-16","Edward","Guida","Residential","QUEENS",11433,"Not an Ejectment","Eviction",40.697916,-73.795921,12,28,254,4440732,4101250033,"South Jamaica",2019
"918",62108,"900879/16",4540,"385 GERARD AVENUE UNIT/SPACE 4672A","","2017-05-22","Frank","Siracusa","Commercial","BRONX",10451,"Not an Ejectment","Eviction",40.816613,-73.930165,1,8,63,2001080,2023490090,"West Concourse",2017
"919",62250,"805845/15",335674,"905 TINTON AVENUE","11G","2017-09-14","Thomas","Bia","Residential","BRONX",10456,"Not an Ejectment","Eviction",40.821902,-73.903477,3,16,133,2091959,2026380090,"Morrisania-Melrose",2017
